user_id,user_key,created_at,created_str,retweet_count,retweeted,favorite_count,text,tweet_id,source,hashtags,expanded_urls,posted,mentions,retweeted_status_id,in_reply_to_status_id
2533653547,evagreen69,1484878596000,2017-01-20 02:16:36,,,,"RT @Conservatexian: New post: ""UN alarm that most of al-Shabab's force in Somalia are kids"" https://t.co/OzRhmln0f4",8.22266545728586E+017,,[],[],POSTED,[],,
2589353987,cassieweltch,1478535378000,2016-11-07 16:16:18,0,false,0,"RT @HillaryClinton: This one's for you, Hillary. https://t.co/KtzpIpSziO",7.95661161282892E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""hillaryclinton""]",7.95463782671798E+017,
1649967228,_nickluna_,1474291208000,2016-09-19 13:20:08,0,false,0,"RT @leonpui_: Hillary Clinton, Obama and the Democrats use the Communist born word, ""RACIST"" to divert the real Problem!

https://t.co/pSEL…",7.77859822679159E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://freedomoutpost.com/2013/02/the-use-of-racism-in-political-correctness/""]",POSTED,"[""leonpui_""]",7.77854524245447E+017,
1658202894,laurabaeley,1441986173000,2015-09-11 15:42:53,,,,"5th grade. When the second plane hit, I thought our school was next    #My911Story",6.42362685070307E+017,,"[""My911Story""]",[],POSTED,[],,
3990577513,tpartynews,1449708482000,2015-12-10 00:48:02,,,,#teapartynews #teaparty #theteaparty #politics #conservative https://t.co/OTeVnYHv07,6.74752397768397E+017,,"[""teapartynews""]",[],POSTED,[],,
2533221819,lazykstafford,1439482796000,2015-08-13 16:19:56,,,,#TrumpBecause #DonaldTrump will not be bought! He knows how to spot political games. 😜😝,6.31862763459969E+017,,"[""TrumpBecause""]",[],POSTED,[],,
1660771422,garrettsimpson_,1476949095000,2016-10-20 07:38:15,0,false,0,RT @DMashak: #Debates Chris Wallace @FoxNewsSunday: Pls ask if the candidates subscribe to the agenda &amp; tactics of Alinsky's #RulesForRadic…,7.89007810830832E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""debates"",""debates""]","["""",""""]",POSTED,"[""dmashak"",""foxnewssunday""]",7.89004190756528E+017,
1727482238,melvinsroberts,1482306959000,2016-12-21 07:55:59,,,,RT @mikefdupjourney: @she_nutt You're welcome! :) https://t.co/L7GqJ3xZzt,8.11480320973357E+017,,[],[],POSTED,[],,
2606301939,finley1589,1475278194000,2016-09-30 23:29:54,0,false,0,RT @PrisonPlanet: Hillary's anti-Trump poster child Alicia Machado LIED about Trump causing her eating disorder. https://t.co/jU1ryskgXM,7.81999544502522E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://www.informationliberation.com/?id=55568""]",POSTED,"[""prisonplanet""]",7.81434363883971E+017,
2753211010,phoenixdailynew,1469127919000,2016-07-21 19:05:19,0,false,0,Sheriff Joe Arpaio to speak at RNC after all  #politics,7.56203417819767E+017,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""Politics""]",[],POSTED,[],,
1868981054,ryanmaxwell_1,1444597470000,2015-10-11 21:04:30,,,,RT @truthBfree: .@BrewCitriot @jjauthor What a humble abode for a Marxist. Poor thing...,6.53315259722269E+017,,[],[],POSTED,[],,
1671234620,hyddrox,1478673517000,2016-11-09 06:38:37,0,false,0,"RT @TrumpSuperPAC: #AfricanAmericans like @JermonMaxey realize if things didn't improve under Obama, it definitely won't with #Hillary! htt…",7.96240560822645E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""AfricanAmericans"",""Hillary"",""AfricanAmericans"",""Hillary""]",[],POSTED,"[""jermonmaxey"",""trumpsuperpac""]",7.76226712581448E+017,
1679279490,ameliebaldwin,1474142982000,2016-09-17 20:09:42,0,false,0,"RT @American_Woman4: #MAGA,#FEMININEAMERICA4TRUMP,#LGBT4Trump,#Fl4Trump Vote &amp; spread the true policies of Trump Happy Saturday🇺🇸 https://t…",7.77238119166775E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""FEMININEAMERICA4TRUMP"",""maga"",""FL4Trump"",""LGBT4Trump""]","[""https://twitter.com/Harlan/status/777145809695567872"",""https://twitter.com/Harlan/status/777145809695567872"",""https://twitter.com/Harlan/status/777145809695567872"",""https://twitter.com/Harlan/status/777145809695567872""]",POSTED,"[""american_woman4""]",7.7715138891672E+017,
1679279490,ameliebaldwin,1475845098000,2016-10-07 12:58:18,0,false,0,"RT @Conservatexian: News post: ""TWITTER Buries 32 of Donald Trumps GOTO Battleground Tweets! Deletes Another!"" https://t.co/XZLachsMsL",7.8437731203686E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""http://ift.tt/2dAvZEE""]",POSTED,"[""conservatexian""]",7.84369076303004E+017,
2572058134,leroylovesusa,1481332408000,2016-12-10 01:13:28,,,,"RT @1_Hoof_Hearted: @TuckerCarlson
@JRubinBlogger #Bigot

I'm a #white #Trump supporter
My daughter is half #hispanic
I have #AfricanAmeric…",8.0739275766913E+017,,[],[],POSTED,[],,
2584152521,queenofthewo,1493111684000,2017-04-25 09:14:44,,,,Just What I (cloud) Seeded #ConspiracySongs @midnight,8.56798621177721E+017,,"[""ConspiracySongs""]",[],POSTED,[],,
,evewebster373,1436746182000,2015-07-13 00:09:42,,,,"RT @SaraMurray: If you have not yet read the New Yorker cover story on the 5 American hostages, make it your long read this evening http://…",6.20384572350411E+017,,[],[],POSTED,[],,
2882013788,giselleevns,1479132823000,2016-11-14 14:13:43,,,,RT @ladyofcanoe: #RealLifeMagicSpells  Bank Accountus Enlargus,7.98167029828252E+017,,"[""RealLifeMagicSpells""]",[],POSTED,[],,
2587100717,judelambertusa,1481430505000,2016-12-11 04:28:25,,,,"RT @KyleNeven1: OMG, remember when everyone was really worried about gluten??? https://t.co/nMxNtZc6nk",8.07804205956235E+017,,[],[],POSTED,[],,
1679279490,ameliebaldwin,1484203902000,2017-01-12 06:51:42,,,,"RT @babysgramma: @upayr Obama rules by exec order, against wishes of population. How many times is irrelevant. Trump. Case closed.",8.19436675650699E+017,,[],[],POSTED,[],6.71214978746094E+017,
1679279490,ameliebaldwin,1484521468000,2017-01-15 23:04:28,,,,RT @heal247: Proof Our Mainstream Media Has Become A Joke! [WATCH from @LeeCamp ] : https://t.co/RmIULayZZf,8.20768643462169E+017,,[],[],POSTED,[],,
1684524144,datwisenigga,1499863906000,2017-07-12 12:51:46,,,,RT @FilmFatale_NYC: YASSSSSSSSSSSSSSS! #BlackPantherSoLit #BlackPanther #BlackExcellence https://t.co/YIN26ealtb,8.85119492166226E+017,,"[""BlackPantherSoLit""]",[],POSTED,[],,
7.5065634592641E+017,klara_sauber,1499299485000,2017-07-06 00:04:45,,,,RT @cpmonitoronline: .@kmadzia wechselt von @C3_content zu @fischerAppelt  https://t.co/c7kGj4xn2l https://t.co/vJX0itbGi6,8.82752140057379E+017,,[],[],POSTED,[],,
1868496344,brianaregland,1482227713000,2016-12-20 09:55:13,,,,RT @justenoughtrope: JET turns 200; come join the party! Plus #RogueOne &amp; #BladeRunner2049 talk! #podernfamily https://t.co/C48sFvkfpP http…,8.11147938768425E+017,,"[""RogueOne""]",[],POSTED,[],,
1720117201,donnabrivera,1479686123000,2016-11-20 23:55:23,0,false,0,RT @neus2100: Obama's Legacy! https://t.co/8gnO56BKKk,8.00487738181112E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://twitter.com/walshfreedom/status/800463488103522304""]",POSTED,"[""neus2100""]",8.00480463865287E+017,
2530830345,neworleanson,1470774476000,2016-08-09 20:27:56,0,false,0,Trump appears to encourage gun owners to take action if Clinton appoints anti-gun judges https://t.co/azCdwAruyB,7.63109579844497E+017,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",[],"[""http://bit.ly/2aT5p6d""]",POSTED,[],,
1617939218,paulinett,1488564410000,2017-03-03 18:06:50,,,,"RT @mortreport: Leonard Fournette showing up at 240 lbs, then having a weak 28.5 inch vertical jump are more red flags after a season with…",8.37725970685706E+017,,[],[],POSTED,[],,
4224729994,ten_gop,1473020379000,2016-09-04 20:19:39,126,false,65,#HowToConfuseAMillennial Let them WATCH what Muslims think about women's rights! https://t.co/J994mUkbJl,7.7252958083396E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""HowToConfuseAMillennial""]",[],POSTED,[],,
2591847731,todaybostonma,1469631647000,2016-07-27 15:00:47,0,false,0,Obama on Trump winning: 'Anything's possible'  #politics,7.58316206633824E+017,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""Politics""]",[],POSTED,[],,
3438999494,worldofhashtags,1471446614000,2016-08-17 15:10:14,0,false,0,"RT @stormynights10: #TrumpsFavoriteHeadline Trump's Lingerie Bedroom Line Collection, with lead model Ivanka Trump",7.65928730120319E+017,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[""TrumpsFavoriteHeadline""]",[],POSTED,"[""stormynights10""]",7.6592864594049E+017,
1652262638,antonhayhay,1479532842000,2016-11-19 05:20:42,0,false,0,"RT @Inked1BNA: WAVE OF ACTION
OCCUPY AMERICA 
MANTHE PITCH FORKS
HIT THE STRETS OF AMERICA
STRONGER TOGEATHER https://t.co/5AkKx6xgZN",7.9984482966877E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://twitter.com/frodofied/status/799749878255652864""]",POSTED,"[""inked1bna""]",7.99840586908008E+017,
2533221819,lazykstafford,1423674756000,2015-02-11 17:12:36,,,,love actually *)) https://t.co/XIFd8XZF4n,5.65559035668476E+017,,[],[],POSTED,[],,
1684524144,datwisenigga,1488725182000,2017-03-05 14:46:22,,,,"RT @Crystal1Johnson: 3-5 years?! That's all? For 40,000 lives she ruined?? https://t.co/WLaeDJUUlz",8.38400296938271E+017,,[],[],POSTED,[],,
1658202894,laurabaeley,1435355482000,2015-06-26 21:51:22,,,,RT @TodayPittsburgh: State Police Telling Westmoreland Co. Residents To Lock Their Vehicles After Break-Ins  #news,6.14551552586568E+017,,"[""news""]",[],POSTED,[],,
1659549972,malloryjared,1427188288000,2015-03-24 09:11:28,,,,RT @ScreamyMonkey: #News #US Report: NYC courthouses inaccessible for disabled people (The Arizona Republic) http://t.co/h2T6ooTcnu,5.80295858463195E+017,,"[""news""]",[],POSTED,[],,
1680366068,willisbonnerr,1483777822000,2017-01-07 08:30:22,,,,"RT @rapstationradio: Playing now on #RAPStationRadio - ""Little Bit of This (Original Mix) by GTA feat. Vince Staples @HotWorldPowered https…",8.17649567105741E+017,,"[""RAPStationRadio""]",[],POSTED,[],,
1659549972,malloryjared,1460911561000,2016-04-17 16:46:01,,,,RT @ShelsABoss: Phat ass pum pum!! https://t.co/37rFXJFLkQ,7.21741516268532E+017,,[],[],POSTED,[],,
1646999972,hollandpatrickk,1481996415000,2016-12-17 17:40:15,,,,RT @RundownLive: Who Is Really Causing Our Addiction Epidemic? Russell Brand The Trews (E378) https://t.co/rJIediuEaf,8.10177803811426E+017,,[],[],POSTED,[],,
2533221819,lazykstafford,1486811683000,2017-02-11 11:14:43,,,,RT @MaryhamptonLou: @Conservatexian He told the truth!,8.30374503712694E+017,,[],[],POSTED,[],,
2540882036,heyits_toby,1487351038000,2017-02-17 17:03:58,,,,RT @ClickHole: Jay Z said WHAT?! https://t.co/ZLhSR5g3SN https://t.co/iJbWXPcFn0,8.32636722370339E+017,,[],[],POSTED,[],,
2541945841,mr_clampin,1492781553000,2017-04-21 13:32:33,,,,It's the End of the World as We Blow It #EarthDaySongs @midnight https://t.co/T6JHdRUMwC,8.5541395074945E+017,,"[""EarthDaySongs""]",[],POSTED,[],,
1684524144,datwisenigga,1501887913000,2017-08-04 23:05:13,,,,RT @DJBOSSCHIC: Who do these companies make they money off of Indy or major artists,8.93608793954697E+017,,[],[],POSTED,[],,
1629828379,cassishere,1474058878000,2016-09-16 20:47:58,0,false,0,"RT @Grummz: CNN: ""we got played""
Translation: Trump didn't say what we wanted him to say and be all racist @charliespiering @CanuckCon @rea…",7.76885361985229E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""charliespiering"",""grummz"",""realdonaldtrump"",""canuckcon""]",7.76832264596447E+017,
1646999972,hollandpatrickk,1484675304000,2017-01-17 17:48:24,,,,RT @WorldTruthTV: After 56 Years This Woman Learns That One Simple Mistake In The Hospital Changed The Course Of Her Entire Life https://t.…,8.21413876856214E+017,,[],[],POSTED,[],,
2587100717,judelambertusa,1478651287000,2016-11-09 00:28:07,,,,RT @gerfingerpoken2: Anchors Away -- Obama's Sequestration Sinks U.S. Navy #PJNET American Thinker -  https://t.co/fv5jhOzRiX …  https://t.…,7.96147319628562E+017,,"[""pjnet""]",[],POSTED,[],,
4272870988,pamela_moore13,1474768274000,2016-09-25 01:51:14,81,false,31,"🚨🚨#BREAKING 🚨🚨
Baltimore Police say that multiple people have been shot in east Baltimore
Another act of terrorism??
https://t.co/nTywpgWXq9",7.79860783110906E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""breaking""]","[""http://baltimore.cbslocal.com/2016/09/24/police-multiple-people-shot-in-east-baltimore/""]",POSTED,[],,
1655194147,melanymelanin,1485173097000,2017-01-23 12:04:57,,,,"RT @CornellWBrooks: If Sen. Sessions wouldn't call grabbing women's genitalia an assault, we can't call him our AG. WATCH--then call repeat…",8.23501772014621E+017,,[],[],POSTED,[],,
2587100717,judelambertusa,1485258510000,2017-01-24 11:48:30,,,,RT @BlastingNews: Trump sued for violating Constitution with foreign financial interests https://t.co/JdG5JYwf7E https://t.co/ZJYkySmxW6,8.23860022488822E+017,,[],[],POSTED,[],,
1671234620,hyddrox,1490422147000,2017-03-25 06:09:07,,,,"RT @iluvscoops: The action is deadly, the romance is sweet. #ArtKNB @rebekahlyn1 https://t.co/ePTioGJ82G https://t.co/wDfvTEkZ5m",8.45517886995288E+017,,"[""ArtKNB""]",[],POSTED,[],,
1617939218,paulinett,1491580006000,2017-04-07 15:46:46,,,,RT @MattMurph24: That's kinda the point. https://t.co/H7vXZ3CV7U,8.50374296224531E+017,,[],[],POSTED,[],,
2753146444,onlinecleveland,1472778953000,2016-09-02 01:15:53,0,false,0,Vice President Joe Biden talks up Hillary Clinton in Parma https://t.co/mvdEtONoqH #politics,7.71516965739377E+017,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","[""Politics""]","[""http://bit.ly/2chC7Q6""]",POSTED,[],,
1660771422,garrettsimpson_,1479984614000,2016-11-24 10:50:14,,,,"RT @THETXEMBASSY: It is time we stopped sacrificing our national security on the spurious altar of “diversity.” 
https://t.co/TxpctcJ7Yz
#B…",8.01739700008534E+017,,[],[],POSTED,[],,
1655194147,melanymelanin,1476859870000,2016-10-19 06:51:10,,,,"RT @XLNB: 6yr Old Me: Where you going Dad? 
Dad: See a man about a horse/cow

*he never, ever came back home with a horse or a cow* https:/…",7.88633572907315E+017,,[],[],POSTED,[],,
1655194147,melanymelanin,1472063015000,2016-08-24 18:23:35,,,,"RT @Nettaaaaaaaa: The more I ask, the more I realize my people are going through it. And sometimes all it takes is a listening ear.",7.68514105594356E+017,,[],[],POSTED,[],,
,logan_whatsup,1428480267000,2015-04-08 08:04:27,,,,http://t.co/d3YEkKvA4X her face hahahah,5.85714809011843E+017,,[],[],POSTED,[],,
1649967228,_nickluna_,1487831175000,2017-02-23 06:26:15,,,,RT @beforeitsnews: Is the NSA the Real President of the United States? https://t.co/9xfkfdxMSK https://t.co/7WfE4W7NwH,8.34650563145036E+017,,[],[],POSTED,[],,
1657694515,daileyjadon,1486551140000,2017-02-08 10:52:20,,,,#MakeTVShowsAustralian @midnight  Gilmore Sheilas https://t.co/VHXDymXIZw,8.29281703936086E+017,,"[""MakeTVShowsAustralian""]",[],POSTED,[],,
2882013788,giselleevns,1482756266000,2016-12-26 12:44:26,,,,@strawbswinger Merry Christmas!,8.13364851795968E+017,,[],[],POSTED,[],,
4508630900,thefoundingson,1484957160000,2017-01-21 00:06:00,,,,"Finally, no more Muslim apologists in the White House!
#InaugurationDay https://t.co/aiRzFf5yuu",8.22596069888401E+017,,[],[],POSTED,[],,
1868981054,ryanmaxwell_1,1454671774000,2016-02-05 11:29:34,,,,"RT @RetireTheLeft: No More Muslim immigration! Bring in those who ""love the USA."" #RT https://t.co/LKIIEV0SZc #STOPIslam #TCOT #MakeDCListe…",6.9556995100076E+017,,"[""RT""]",[],POSTED,[],,
3080829096,richmondvoice,1474221260000,2016-09-18 17:54:20,0,false,0,Vice presidential candidate Mike Pence returns to Virginia for rally https://t.co/YkWn2w9upg,7.77566441654526E+017,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",[],"[""http://bit.ly/2cKsoBa""]",POSTED,[],,
1679279490,ameliebaldwin,1473464886000,2016-09-09 23:48:06,0,false,0,"RT @Mr_Nielsen_5309: More proof that @HillaryClinton &amp; her campaign have abandoned the middle class when Bill mocks ""The Coal People"".https…",7.74393976203964E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://www.youtube.com/watch?v=IyX4xa4Cn9w"",""https://www.youtube.com/watch?v=IyX4xa4Cn9w""]",POSTED,"[""hillaryclinton"",""mr_nielsen_5309""]",7.74382510650208E+017,
1646999972,hollandpatrickk,1483644205000,2017-01-05 19:23:25,,,,"RT @RealAlexJones: As Megyn Kelly looks to jump ship, her tarnished reputation underscores the failed effort to denature Fox News.
 - https…",8.17089134661661E+017,,[],[],POSTED,[],,
1658420976,baobaeham,1488683966000,2017-03-05 03:19:26,,,,RT @TYCASHH: Stay in the will of #God.. There's no better place to be.,8.38227425515438E+017,,"[""God""]",[],POSTED,[],,
7.5065634592641E+017,klara_sauber,1501924330000,2017-08-05 09:12:10,,,,"RT @SabineBuerger: Aus der Reihe perfide Push-Mitteilungen, von @zeitonline. Wer drauftippt muss ins Digital-Detox-Camp 😏 https://t.co/sfDd…",8.93761535541219E+017,,[],[],POSTED,[],,
1679279490,ameliebaldwin,1474139206000,2016-09-17 19:06:46,0,false,0,RT @BarbieKeleigh: I love this! 😄❤️🇺🇸 #LesDeplorables #Trump https://t.co/TZsD3IxHPe,7.7722227937375E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""LesDeplorables"",""Trump""]","[""https://twitter.com/frankthorp/status/776910237747904512"",""https://twitter.com/frankthorp/status/776910237747904512""]",POSTED,"[""barbiekeleigh""]",7.77219380119802E+017,
1768259989,mrclydepratt,1493821197000,2017-05-03 14:19:57,,,,RT @Broke2dope: Check it out! broke2dope will post your music on the top indie hip hop site... for $5 on #Fiverr https://t.co/02xg95t8XM,8.59774535951819E+017,,"[""Fiverr""]",[],POSTED,[],,
2533653547,evagreen69,1416957583000,2014-11-25 23:19:43,,,,I'm in the middle of your picture,5.37385168814629E+017,,[],[],POSTED,[],,
1679279490,ameliebaldwin,1475811004000,2016-10-07 03:30:04,0,false,0,"RT @asamjulian: Man asks Trump, ""After you become POTUS, how long will it be before you CLEAN HOUSE (FBI, DOJ) from the top down?"" #NH

Peo…",7.8423431115946E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""NH""]",[],POSTED,"[""asamjulian""]",7.8418527680145E+017,
1658202894,laurabaeley,1483837337000,2017-01-08 01:02:17,,,,RT @FPRNRadio: By The Rundown Live Lily Allen threatened Tommy Robinson with legal action because she lost an argument on... https://t.co/p…,8.17899188851708E+017,,[],[],POSTED,[],,
2541945841,mr_clampin,1493389177000,2017-04-28 14:19:37,,,,Rocket White Power #ProblematicKidsShows @midnight,8.57962509701063E+017,,"[""ProblematicKidsShows""]",[],POSTED,[],,
1695671640,johnnymarch_,1473001228000,2016-09-04 15:00:28,0,false,0,"RT @JJohnsonLaw: .@nytimes puts ""Trump visits black church for first time"" on front page. Still don't see mention of IRS fining him for bri…",7.72449255588041E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],POSTED,"[""nytimes"",""jjohnsonlaw""]",7.72416090248917E+017,
1671234620,hyddrox,1486796548000,2017-02-11 07:02:28,,,,RT @RealJack: VIDEO: Ben Shapiro just won the Transgender debate FOREVER [must watch] https://t.co/WGcwvrwsa7,8.3031102115593E+017,,[],[],POSTED,[],,
1646999972,hollandpatrickk,1485493211000,2017-01-27 05:00:11,,,,RT @yiquai: @EvaKBartlett on The Media and Syria @21WIRE on https://t.co/FTaNN60rGV  @VanessaBeeley @RadioACR @Jay_D007 @TulsiGabbard @Reni…,8.24844429118693E+017,,[],[],POSTED,[],,
1671234620,hyddrox,1489447409000,2017-03-13 23:23:29,,,,"RT @sean_spicier: Sure, let's see what the CBO says, they were only off by 8 million last time.",8.41429537485349E+017,,[],[],POSTED,[],,
4208754922,missourinewsus,1472251419000,2016-08-26 22:43:39,0,false,0,"RT @Pamela_Moore13: People starting to wake up!
Black Americans Chant 'Hillary Is Racist' Outside Clinton Fundraiser in #Miami https://t.co…",7.69304327345304E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""Miami""]",[],POSTED,"[""pamela_moore13""]",7.69300010093666E+017,
1680366068,willisbonnerr,1487507305000,2017-02-19 12:28:25,,,,"RT @GMEAgency: Subscribe to stay updated on news, deals and more! https://t.co/jR4xsb9dsq #Fameviews",8.33292152738312E+017,,"[""Fameviews""]",[],POSTED,[],,
1679279490,ameliebaldwin,1474051770000,2016-09-16 18:49:30,0,false,0,"RT @KellyannePolls: Divisions in Democratic ranks. #crackup via @BuzzFeedNews
https://t.co/Du9irf0k6P",7.7685554640624E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""crackup"",""crackup""]","[""https://www.buzzfeed.com/andrewkaczynski/democratic-senator-blasts-clinton-over-basket-of-deporables?utm_term=.exVw19pYn#.hle0p7Q9o"",""https://www.buzzfeed.com/andrewkaczynski/democratic-senator-blasts-clinton-over-basket-of-deporables?utm_term=.exVw19pYn#.hle0p7Q9o""]",POSTED,"[""buzzfeednews"",""kellyannepolls""]",7.76838084172321E+017,
1617939218,paulinett,1492165951000,2017-04-14 10:32:31,,,,RT @ZaibatsuNews: Her are the Obama-era gun restrictions Trump has been easing https://t.co/lP5EVOJLGO #p2 #ctl https://t.co/EPC9Ti6IPp,8.52831931418911E+017,,"[""p2""]",[],POSTED,[],,
1727482238,melvinsroberts,1475569228000,2016-10-04 08:20:28,,,,"RT @catheternebula: Im trying to put together a cheese board for tonights soiree, where is your fromanger?  #UnlikelyThingsHeardAtWalmart",7.83220226187858E+017,,"[""UnlikelyThingsHeardAtWalmart""]",[],POSTED,[],,
2620869737,puredavie,1426516973000,2015-03-16 14:42:53,,,,"😬 😬 😬 I'm gonna kill someone today!!! Actually not, but still I'm pretty angry",5.77480160330437E+017,,[],[],POSTED,[],,
4859142199,trayneshacole,1474472429000,2016-09-21 15:40:29,59,false,84,"#MichelleObama addresses Melania Trump’s plagiarism and does a killer impression of Barack 
#blackgirlsmagic https://t.co/6hygCFL8SH",7.78619917465686E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""MichelleObama"",""blackgirlsmagic""]",[],POSTED,[],,
2572058134,leroylovesusa,1479733538000,2016-11-21 13:05:38,0,false,0,RT @jimmylemons: assisted suicide is legal in Washington state https://t.co/CoQ6hSiE31,8.00686609737908E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[""https://twitter.com/suscitate/status/800681976378310656""]",POSTED,"[""jimmylemons""]",8.00682310953763E+017,
4332740714,usa_gunslinger,1473115058000,2016-09-05 22:37:38,66,false,61,"Hillary will take selected notes from reporters she's allowed on her plane and CNN will call it a ""Press Conference."" FAKE! #HackingHillary",7.72926693300331E+017,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[""HackingHillary""]",[],POSTED,[],,
2882013788,giselleevns,1482156492000,2016-12-19 14:08:12,,,,RT @I_am_not_E: #ThingsYouCantIgnore the elephant in the room. Particularly when it's standing on your toes.,8.10849213806473E+017,,"[""ThingsYouCantIgnore""]",[],POSTED,[],,
1680366068,willisbonnerr,1487896349000,2017-02-24 00:32:29,,,,RT @thinkprogress: Kellyanne Conway’s twisted vision of the feminist movement in America  https://t.co/xorkkUbeLV https://t.co/biG1wakPbu,8.3492392106963E+017,,[],[],POSTED,[],,
